module_id,module_name,framework,framework_name,quality_score,max_similarity,alignment_rate,suitability,thematic_area,eqf_level
M1,Introduction to Digital Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.1351231418316279,0.24824800252693643,0.1,Poor,General,6
M10,Circular Economy and Lifecycle Thinking,ESCO,"European Skills, Competences, Qualifications and Occupations",0.026060510635334464,0.058869619159539865,0.0,Poor,General,6
M11,Big Data for Environmental Intelligence,ESCO,"European Skills, Competences, Qualifications and Occupations",0.13629027821620623,0.24824800252693643,0.1,Poor,Data,6
M12,Advanced Visualisation for Sustainability Reporting,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09640255586263569,0.1897672843384491,0.05,Poor,Data,6
M13,Low-Carbon Cloud Infrastructure,ESCO,"European Skills, Competences, Qualifications and Occupations",0.0,0.0,0.0,Poor,Technical Implementation,6
M14,Sustainable Digital Transformation Strategy,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10056846716801317,0.16319486256720964,0.1,Poor,General,6
M15,Applied Ethics in AI for Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08828455282922143,0.17475038236070678,0.05,Poor,Ethics & Governance,6
M16,DevOps and Sustainable Deployment,ESCO,"European Skills, Competences, Qualifications and Occupations",0.028361227702706986,0.0659563434946674,0.0,Poor,Technical Implementation,6
M17,Digital Circular Business Models,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09038177008690762,0.13797394741164487,0.1,Poor,General,6
M18,AI-Driven Environmental Risk Modelling,ESCO,"European Skills, Competences, Qualifications and Occupations",0.12717621225554582,0.2161094500683864,0.1,Poor,Data,6
M19,Sustainability Assessment and Benchmarking,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11764555508591361,0.20199309249791833,0.1,Poor,Analysis,6
M2,Sustainability Frameworks and Standards,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09105450313252351,0.17952265829918904,0.05,Poor,Management,6
M20,Data Ethics and Governance in Practice,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11709819345206793,0.20455982299556305,0.1,Poor,Data,6
M21,Energy-Efficient Software Architecture,ESCO,"European Skills, Competences, Qualifications and Occupations",0.023276243520664822,0.0560873337847345,0.0,Poor,Technical Implementation,6
M22,Sustainable ICT Procurement and Policy,ESCO,"European Skills, Competences, Qualifications and Occupations",0.026076742790176268,0.06097229545515701,0.0,Poor,Management,6
M23,Digital Twin and Smart Systems for Green Transition,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09543387877412123,0.149188650396373,0.1,Poor,Technical Implementation,6
M24,Collaborative Tools for Green Innovation,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10852167670605964,0.17952265829918904,0.1,Poor,Analysis,6
M25,Digital Sustainability in SMEs,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10161104849237086,0.16560867635473497,0.1,Poor,Management,4
M26,AI for Sustainable Decision-Making,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08569108621304668,0.16319486256720964,0.05,Poor,Data,7
M27,Green IT Service Management,ESCO,"European Skills, Competences, Qualifications and Occupations",0.0680566040951074,0.12784723878339133,0.05,Poor,Management,5
M28,Strategic Digital Sustainability Leadership,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09385435929251738,0.14438355527738675,0.1,Poor,Management,8
M29,Blockchain for Sustainability Traceability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.061900975687697646,0.1130143992474642,0.05,Poor,Technical Implementation,7
M3,Data Analytics for Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11309921675813726,0.19375030574373353,0.1,Poor,Data,6
M30,Human-Centered Design for Sustainable Tech,ESCO,"European Skills, Competences, Qualifications and Occupations",0.04218777895109195,0.09409088178026434,0.0,Poor,Analysis,6
M31,Introduction to Digital Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.026218087045717514,0.06097229545515701,0.0,Poor,Technical Implementation,6
M32,Sustainable IT Strategy,ESCO,"European Skills, Competences, Qualifications and Occupations",0.07843388933293997,0.15064018498706513,0.05,Poor,Management,7
M33,Green Software Engineering,ESCO,"European Skills, Competences, Qualifications and Occupations",0.07254402684964088,0.13627634143908643,0.05,Poor,Technical Implementation,6
M34,Industry Collaboration Project,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11408837066062216,0.19765912494786975,0.1,Poor,Management,7
M35,Sustainable IT Consultancy,ESCO,"European Skills, Competences, Qualifications and Occupations",0.030848719803918817,0.07433426458775619,0.0,Poor,Management,7
M36,Eco-design for Digital Products,ESCO,"European Skills, Competences, Qualifications and Occupations",0.07380516815872559,0.13797394741164487,0.05,Poor,Technical Implementation,6
M37,Net-Zero IT Infrastructure,ESCO,"European Skills, Competences, Qualifications and Occupations",0.02314170081178671,0.055763134486233025,0.0,Poor,Technical Implementation,6
M38,Introduction to Green IT,ESCO,"European Skills, Competences, Qualifications and Occupations",0.030848719803918817,0.07433426458775619,0.0,Poor,Technical Implementation,4
M39,Sustainable IT for Small Organizations,ESCO,"European Skills, Competences, Qualifications and Occupations",0.026218087045717514,0.06097229545515701,0.0,Poor,Technical Implementation,4
M4,Machine Learning and Predictive Modeling,ESCO,"European Skills, Competences, Qualifications and Occupations",0.12141782564006837,0.21614983206136978,0.1,Poor,Data,7
M40,Advanced Sustainability Impact Assessment Methods,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08497431267685827,0.12784723878339133,0.1,Poor,Analysis,8
M41,Green Blockchain Applications,ESCO,"European Skills, Competences, Qualifications and Occupations",0.058041937203248975,0.10371551133313006,0.05,Poor,Technical Implementation,7
M42,Sector-specific Green IT Applications,ESCO,"European Skills, Competences, Qualifications and Occupations",0.026060510635334464,0.058869619159539865,0.0,Poor,Technical Implementation,7
M43,Circular Economy Digital Applications,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08118529846789568,0.15738999505170365,0.05,Poor,Analysis,7
M44,Advanced Sustainability Impact Assessment,ESCO,"European Skills, Competences, Qualifications and Occupations",0.13146298428225775,0.20042611329793483,0.15,Poor,Analysis,8
M45,Big Data for Environmental Intelligence (EQF 4 Version),ESCO,"European Skills, Competences, Qualifications and Occupations",0.13629027821620623,0.24824800252693643,0.1,Poor,Data,4
M46,Sustainable Business Models for Digital Companies (EQF 4 Version),ESCO,"European Skills, Competences, Qualifications and Occupations",0.10693551262799515,0.179522658299189,0.1,Poor,General,4
M47,Applied Ethics in AI for Sustainability (EQF 5 Version),ESCO,"European Skills, Competences, Qualifications and Occupations",0.08828455282922143,0.17475038236070678,0.05,Poor,Ethics & Governance,5
M48,AI for Sustainable Decision-Making (EQF 8 Version),ESCO,"European Skills, Competences, Qualifications and Occupations",0.08569108621304668,0.16319486256720964,0.05,Poor,Data,8
M49,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version),ESCO,"European Skills, Competences, Qualifications and Occupations",0.10167725489620172,0.16560867635473497,0.1,Poor,General,8
M5,Sustainable Software Engineering,ESCO,"European Skills, Competences, Qualifications and Occupations",0.026218087045717514,0.06097229545515701,0.0,Poor,Technical Implementation,6
M50,Advanced Sustainability Impact Assessment Methods,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08497431267685827,0.12784723878339133,0.1,Poor,Analysis,8
M51,AI for Sustainable Decision-Making (EQF 8 Version) - Duplicate,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08569108621304668,0.16319486256720964,0.05,Poor,Data,8
M52,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Duplicate,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10167725489620172,0.16560867635473497,0.1,Poor,General,8
M53,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Triple Duplicate,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10167725489620172,0.16560867635473497,0.1,Poor,General,8
M54,Digital Sustainability Policy Development,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09596256458114441,0.15253242923974406,0.1,Poor,Management,7
M55,Global Climate Technology Governance,ESCO,"European Skills, Competences, Qualifications and Occupations",0.07840572032380952,0.1527848682501434,0.05,Poor,Management,8
M56,Green Finance and Sustainable Investment,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10285337444519656,0.16612199235410324,0.1,Poor,Management,7
M57,Sustainability Economics and Market Mechanisms,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11304934025116833,0.23446942009947724,0.05,Poor,Management,7
M58,Public Engagement and Science Communication,ESCO,"European Skills, Competences, Qualifications and Occupations",0.06594430852101793,0.1189314332961741,0.05,Poor,Management,6
M59,Digital Storytelling for Sustainability Impact,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08483180427699914,0.16319486256720964,0.05,Poor,Management,6
M6,Systems Architecture for Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11173702385139651,0.23071729806982288,0.05,Poor,Technical Implementation,6
M60,Systematic Innovation for Sustainability Challenges,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10017379090390015,0.16319486256720964,0.1,Poor,Technical Implementation,7
M61,Technology Assessment for Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09432363886339194,0.14705779392728374,0.1,Poor,Technical Implementation,7
M62,Digital Health for Planetary Health,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09612667214301746,0.15476911315457814,0.1,Poor,Technical Implementation,6
M63,Smart Manufacturing and Industry 4.0 Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.06269236755570376,0.11129020231004749,0.05,Poor,Technical Implementation,6
M64,Behavioral Insights for Sustainability Transformation,ESCO,"European Skills, Competences, Qualifications and Occupations",0.021964064559628422,0.052925456770188964,0.0,Poor,Management,6
M65,Community-Based Participatory Sustainability Research,ESCO,"European Skills, Competences, Qualifications and Occupations",0.12827241935600076,0.22921843908219103,0.1,Poor,Management,7
M66,ESG Reporting and Compliance Framework,ESCO,"European Skills, Competences, Qualifications and Occupations",0.042704615616586,0.09985136800345734,0.0,Poor,Management,6
M67,Digital Sustainability Legislation and Policy,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09639296200421052,0.15177836744198994,0.1,Poor,Management,7
M68,Regulatory Technology (RegTech) for Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10706553270317712,0.17952265829918904,0.1,Poor,Data,6
M69,Sustainable IT Operations and DevOps,ESCO,"European Skills, Competences, Qualifications and Occupations",0.030649664949313045,0.06097229545515701,0.0,Poor,Technical Implementation,6
M7,Ethics and Governance in Digital Innovation,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08936807657143372,0.13627634143908643,0.1,Poor,Ethics & Governance,6
M70,ICT Energy Consumption and Carbon Footprint Management,ESCO,"European Skills, Competences, Qualifications and Occupations",0.023408188285224216,0.05443764717494003,0.0,Poor,Technical Implementation,6
M71,Green Software Development Practices,ESCO,"European Skills, Competences, Qualifications and Occupations",0.024224752992848316,0.05443764717494003,0.0,Poor,Software Development,5
M72,Sustainability Data Engineering and Architecture,ESCO,"European Skills, Competences, Qualifications and Occupations",0.1308085543825139,0.23140682097864215,0.1,Poor,Data,7
M73,Business-Technical Sustainability Bridge,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09722549294330592,0.15654119637210875,0.1,Poor,Business Analysis,7
M74,Sustainability Data Science and Predictive Analytics,ESCO,"European Skills, Competences, Qualifications and Occupations",0.18054609740186728,0.31259345145078987,0.15,Poor,Data,8
M8,Work-based Sustainability Project,ESCO,"European Skills, Competences, Qualifications and Occupations",0.1262389669999207,0.21187450069946928,0.1,Poor,Management,6
M89,ESG Reporting Essentials,ESCO,"European Skills, Competences, Qualifications and Occupations",0.042920686829250716,0.09865621511919305,0.0,Poor,ESG & Compliance,4
M9,Technical Implementation and Tool Support,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09169623144975296,0.18275102230576856,0.05,Poor,Technical Implementation,5
M90,Sustainability Data Fundamentals,ESCO,"European Skills, Competences, Qualifications and Occupations",0.14032825989421774,0.25611524482323195,0.1,Poor,Data & Analytics,4
M91,Green ICT Principles,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08942760488999546,0.1391708730163605,0.1,Poor,Technical Implementation,4
OM1,Digital Sustainability Fundamentals,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11445402149600588,0.19359266676133627,0.1,Poor,General,6
OM10,Advanced Sustainability Impact Assessment Methods,ESCO,"European Skills, Competences, Qualifications and Occupations",0.08497431267685827,0.12784723878339133,0.1,Poor,Analysis,8
OM2,Sustainable IT Strategy,ESCO,"European Skills, Competences, Qualifications and Occupations",0.07843388933293997,0.15064018498706513,0.05,Poor,Management,7
OM3,Green Software Engineering,ESCO,"European Skills, Competences, Qualifications and Occupations",0.07254402684964088,0.13627634143908643,0.05,Poor,Technical Implementation,6
OM4,Industry Collaboration Project,ESCO,"European Skills, Competences, Qualifications and Occupations",0.11408837066062216,0.19765912494786975,0.1,Poor,Management,7
OM5,Sustainable IT Consultancy,ESCO,"European Skills, Competences, Qualifications and Occupations",0.030848719803918817,0.07433426458775619,0.0,Poor,Management,7
OM6,Eco-design for Digital Products,ESCO,"European Skills, Competences, Qualifications and Occupations",0.07380516815872559,0.13797394741164487,0.05,Poor,Technical Implementation,6
OM7,Net-Zero IT Infrastructure,ESCO,"European Skills, Competences, Qualifications and Occupations",0.02314170081178671,0.055763134486233025,0.0,Poor,Technical Implementation,6
OM8,Introduction to Green IT,ESCO,"European Skills, Competences, Qualifications and Occupations",0.030848719803918817,0.07433426458775619,0.0,Poor,Technical Implementation,4
OM9,Sustainable IT for Small Organizations,ESCO,"European Skills, Competences, Qualifications and Occupations",0.026218087045717514,0.06097229545515701,0.0,Poor,Technical Implementation,4
M92,Digital Sustainability Foundation,ESCO,"European Skills, Competences, Qualifications and Occupations",0.13761360380921653,0.2508196664316734,0.1,Poor,Foundation,4
M93,Digital Inclusion and Social Sustainability,ESCO,"European Skills, Competences, Qualifications and Occupations",0.10118356999765994,0.20305870302928525,0.05,Poor,Social Sustainability,5
M94,Circular Economy for Digital Systems,ESCO,"European Skills, Competences, Qualifications and Occupations",0.09553759111706747,0.14982363486245817,0.1,Poor,Circular Economy,6
M1,Introduction to Digital Sustainability,CS2023,IEEE/ACM Computer Science Curricula 2023,0.08517301107888155,0.16560867635473497,0.05,Poor,General,6
M10,Circular Economy and Lifecycle Thinking,CS2023,IEEE/ACM Computer Science Curricula 2023,0.025313936238602144,0.058869619159539865,0.0,Poor,General,6
M11,Big Data for Environmental Intelligence,CS2023,IEEE/ACM Computer Science Curricula 2023,0.10227323186183082,0.16560867635473497,0.1,Poor,Data,6
M12,Advanced Visualisation for Sustainability Reporting,CS2023,IEEE/ACM Computer Science Curricula 2023,0.033143604475079705,0.07593731515892597,0.0,Poor,Data,6
M13,Low-Carbon Cloud Infrastructure,CS2023,IEEE/ACM Computer Science Curricula 2023,0.13130383668673862,0.2743909216069547,0.05,Poor,Technical Implementation,6
M14,Sustainable Digital Transformation Strategy,CS2023,IEEE/ACM Computer Science Curricula 2023,0.08272586796539201,0.16319486256720964,0.05,Poor,General,6
M15,Applied Ethics in AI for Sustainability,CS2023,IEEE/ACM Computer Science Curricula 2023,0.023812411553280934,0.050876276635207454,0.0,Poor,Ethics & Governance,6
M16,DevOps and Sustainable Deployment,CS2023,IEEE/ACM Computer Science Curricula 2023,0.10716159677661953,0.1757860783933462,0.1,Poor,Technical Implementation,6
M17,Digital Circular Business Models,CS2023,IEEE/ACM Computer Science Curricula 2023,0.08337939638382272,0.16319486256720964,0.05,Poor,General,6
M18,AI-Driven Environmental Risk Modelling,CS2023,IEEE/ACM Computer Science Curricula 2023,0.02432746109326067,0.05524402556623145,0.0,Poor,Data,6
M19,Sustainability Assessment and Benchmarking,CS2023,IEEE/ACM Computer Science Curricula 2023,0.02577639581302501,0.0621117971398193,0.0,Poor,Analysis,6
M2,Sustainability Frameworks and Standards,CS2023,IEEE/ACM Computer Science Curricula 2023,0.023276243520664826,0.05608733378473451,0.0,Poor,Management,6
M20,Data Ethics and Governance in Practice,CS2023,IEEE/ACM Computer Science Curricula 2023,0.11959662896022487,0.20455982299556305,0.1,Poor,Data,6
M21,Energy-Efficient Software Architecture,CS2023,IEEE/ACM Computer Science Curricula 2023,0.10305791562697297,0.1261431006085266,0.15,Poor,Technical Implementation,6
M22,Sustainable ICT Procurement and Policy,CS2023,IEEE/ACM Computer Science Curricula 2023,0.0678005194410228,0.12536693798731732,0.05,Poor,Management,6
M23,Digital Twin and Smart Systems for Green Transition,CS2023,IEEE/ACM Computer Science Curricula 2023,0.09058863114163945,0.17645955453738604,0.05,Poor,Technical Implementation,6
M24,Collaborative Tools for Green Innovation,CS2023,IEEE/ACM Computer Science Curricula 2023,0.0626508395620469,0.11482130014951059,0.05,Poor,Analysis,6
M25,Digital Sustainability in SMEs,CS2023,IEEE/ACM Computer Science Curricula 2023,0.083727600687215,0.16560867635473497,0.05,Poor,Management,4
M26,AI for Sustainable Decision-Making,CS2023,IEEE/ACM Computer Science Curricula 2023,0.022932036412912398,0.05153266609643235,0.0,Poor,Data,7
M27,Green IT Service Management,CS2023,IEEE/ACM Computer Science Curricula 2023,0.026564086953916422,0.0621117971398193,0.0,Poor,Management,5
M28,Strategic Digital Sustainability Leadership,CS2023,IEEE/ACM Computer Science Curricula 2023,0.08667707066818747,0.1707761131901165,0.05,Poor,Management,8
M29,Blockchain for Sustainability Traceability,CS2023,IEEE/ACM Computer Science Curricula 2023,0.08155867649759793,0.1130143992474642,0.1,Poor,Technical Implementation,7
M3,Data Analytics for Sustainability,CS2023,IEEE/ACM Computer Science Curricula 2023,0.09770383089330296,0.19375030574373353,0.05,Poor,Data,6
M30,Human-Centered Design for Sustainable Tech,CS2023,IEEE/ACM Computer Science Curricula 2023,0.11432949692730492,0.1534151627791454,0.15,Poor,Analysis,6
M31,Introduction to Digital Sustainability,CS2023,IEEE/ACM Computer Science Curricula 2023,0.07198873533408852,0.13732225381708077,0.05,Poor,Technical Implementation,6
M32,Sustainable IT Strategy,CS2023,IEEE/ACM Computer Science Curricula 2023,0.030047577335366556,0.07240380080811218,0.0,Poor,Management,7
M33,Green Software Engineering,CS2023,IEEE/ACM Computer Science Curricula 2023,0.18237300442341098,0.31878402175377923,0.15,Poor,Technical Implementation,6
M34,Industry Collaboration Project,CS2023,IEEE/ACM Computer Science Curricula 2023,0.0,0.0,0.0,Poor,Management,7
M35,Sustainable IT Consultancy,CS2023,IEEE/ACM Computer Science Curricula 2023,0.030848719803918817,0.07433426458775619,0.0,Poor,Management,7
M36,Eco-design for Digital Products,CS2023,IEEE/ACM Computer Science Curricula 2023,0.10134145715945966,0.16319486256720966,0.1,Poor,Technical Implementation,6
M37,Net-Zero IT Infrastructure,CS2023,IEEE/ACM Computer Science Curricula 2023,0.030870568754587477,0.06595634349466742,0.0,Poor,Technical Implementation,6
M38,Introduction to Green IT,CS2023,IEEE/ACM Computer Science Curricula 2023,0.10725307531641809,0.16816529140565506,0.1,Poor,Technical Implementation,4
M39,Sustainable IT for Small Organizations,CS2023,IEEE/ACM Computer Science Curricula 2023,0.07198873533408852,0.13732225381708077,0.05,Poor,Technical Implementation,4
M4,Machine Learning and Predictive Modeling,CS2023,IEEE/ACM Computer Science Curricula 2023,0.0632538787314888,0.11437635563999371,0.05,Poor,Data,7
M40,Advanced Sustainability Impact Assessment Methods,CS2023,IEEE/ACM Computer Science Curricula 2023,0.021792788231329092,0.05251274272609419,0.0,Poor,Analysis,8
M41,Green Blockchain Applications,CS2023,IEEE/ACM Computer Science Curricula 2023,0.02328514730271456,0.05087627663520746,0.0,Poor,Technical Implementation,7
M42,Sector-specific Green IT Applications,CS2023,IEEE/ACM Computer Science Curricula 2023,0.020655224976260905,0.04977162644882146,0.0,Poor,Technical Implementation,7
M43,Circular Economy Digital Applications,CS2023,IEEE/ACM Computer Science Curricula 2023,0.0947275628162933,0.18616006205348862,0.05,Poor,Analysis,7
M44,Advanced Sustainability Impact Assessment,CS2023,IEEE/ACM Computer Science Curricula 2023,0.06499944727290452,0.11871135241370204,0.05,Poor,Analysis,8
M45,Big Data for Environmental Intelligence (EQF 4 Version),CS2023,IEEE/ACM Computer Science Curricula 2023,0.10227323186183082,0.16560867635473497,0.1,Poor,Data,4
M46,Sustainable Business Models for Digital Companies (EQF 4 Version),CS2023,IEEE/ACM Computer Science Curricula 2023,0.024828843459024884,0.056087333784734496,0.0,Poor,General,4
M47,Applied Ethics in AI for Sustainability (EQF 5 Version),CS2023,IEEE/ACM Computer Science Curricula 2023,0.023812411553280934,0.050876276635207454,0.0,Poor,Ethics & Governance,5
M48,AI for Sustainable Decision-Making (EQF 8 Version),CS2023,IEEE/ACM Computer Science Curricula 2023,0.022932036412912398,0.05153266609643235,0.0,Poor,Data,8
M49,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version),CS2023,IEEE/ACM Computer Science Curricula 2023,0.05922057992778699,0.10655561428382407,0.05,Poor,General,8
M5,Sustainable Software Engineering,CS2023,IEEE/ACM Computer Science Curricula 2023,0.08559560794265991,0.12536693798731732,0.1,Poor,Technical Implementation,6
M50,Advanced Sustainability Impact Assessment Methods,CS2023,IEEE/ACM Computer Science Curricula 2023,0.021792788231329092,0.05251274272609419,0.0,Poor,Analysis,8
M51,AI for Sustainable Decision-Making (EQF 8 Version) - Duplicate,CS2023,IEEE/ACM Computer Science Curricula 2023,0.022932036412912398,0.05153266609643235,0.0,Poor,Data,8
M52,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Duplicate,CS2023,IEEE/ACM Computer Science Curricula 2023,0.05922057992778699,0.10655561428382407,0.05,Poor,General,8
M53,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Triple Duplicate,CS2023,IEEE/ACM Computer Science Curricula 2023,0.05922057992778699,0.10655561428382407,0.05,Poor,General,8
M54,Digital Sustainability Policy Development,CS2023,IEEE/ACM Computer Science Curricula 2023,0.07891578701717486,0.15253242923974406,0.05,Poor,Management,7
